ID,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE
7651,Dealer,0,0,3,BHK,1559.862457,1,1,Jagatpura_Jaipur,26.832353,75.841749
7652,Dealer,1,0,3,BHK,1728.472659,0,1,Salt Lake_Kolkata,22.54111,88.33778000000001
7653,Owner,0,0,3,BHK,1545.043974,1,1,Lavakusha Nagar_Bangalore,50.817397,4.42145
7654,Dealer,0,1,3,BHK,2380.952381,1,1,Mansarovar_Jaipur,26.8626,75.7633
7655,Owner,0,0,2,BHK,1110.03861,1,1,Noida Extension_Noida,28.579003999999998,77.431173
7656,Dealer,0,1,3,BHK,1888.372093,1,0,Sector-84 Gurgaon_Gurgaon,28.408144,76.963756
7657,Dealer,0,1,3,BHK,1502.222222,1,1,Sector-120 Noida_Noida,28.585757,77.396668
7658,Dealer,1,1,3,BHK,2140.270003,0,1,Sector-150 Noida_Noida,28.429614,77.481711
7659,Owner,0,0,1,BHK,465.03762580000006,1,1,sada_Gwalior,26.215,78.19306
7660,Dealer,0,1,3,BHK,1295.207731,1,1,Parsik Nagar_Lalitpur,19.207913,73.013841
7661,Dealer,0,0,2,BHK,1150.042168,1,1,Jankalyan Nagar_Lalitpur,24.690279999999998,78.41889
7662,Dealer,0,0,2,BHK,1277.139208,1,1,Whitefield_Bangalore,12.9958935,77.761394
7663,Dealer,1,1,1,BHK,365.7357374,0,1,Bhandup (West)_Mumbai,19.147866,72.932609
7664,Dealer,0,0,1,BHK,700.1166861,1,1,Badlapur_Lalitpur,24.690279999999998,78.41889
7665,Dealer,1,1,2,BHK,685.9235828,0,0,Pashan_Pune,18.5442,73.7948
7666,Dealer,0,1,2,BHK,1100.28293,1,1,Zirakpur_Chandigarh,30.662283000000002,76.822397
7667,Dealer,0,0,4,BHK,2195.389682,1,1,Kundli_Sonipat,28.874383,77.113251
7668,Owner,0,0,3,BHK,1789.976134,1,1,Patrakar Colony_Jaipur,22.471606,70.061222
7669,Dealer,0,0,3,BHK,1432.6647560000001,1,1,Rambaug Colony_Pune,18.52361,73.84778
7670,Dealer,0,0,3,BHK,1590.271282,1,1,NH-8_Dharuhera,12.973237,77.64685899999999
7671,Dealer,0,1,3,BHK,1624.69537,1,1,Mulund (West)_Mumbai,19.1759,72.9522
7672,Dealer,0,0,1,BHK,753.7688442000001,1,1,Palanpur_Surat,21.17,72.83
7673,Owner,0,0,2,BHK,1406.013411,1,1,Maraimalai Nagar_Chennai,10.782597,79.842124
7674,Owner,1,1,3,BHK,1662.234043,0,1,Sector-143 Noida_Noida,28.5035,77.426447
7675,Dealer,0,0,3,BHK,1589.136088,1,1,Eon Free Zone_Pune,18.5511925,73.94993649999999
7676,Owner,0,0,3,BHK,1551.724138,1,1,Sirsi Road_Jaipur,27.073396999999996,75.594316
7677,Builder,0,0,3,BHK,1256.25,1,0,Hoodi_Bangalore,12.989436999999999,77.71780600000001
7678,Owner,0,0,3,BHK,1202.0930560000002,1,1,Moovarasampettai_Chennai,13.09,80.27
7679,Dealer,0,0,2,BHK,1303.0463109999998,1,1,Jessore Road_Kolkata,22.54111,88.33778000000001
7680,Owner,0,0,2,BHK,1300.510915,1,1,Sector-24 Dharuhera_Dharuhera,28.22,76.78
7681,Dealer,0,0,2,BHK,1100.0495019999998,1,1,Malad (West)_Lalitpur,19.1849,72.8347
7682,Dealer,0,0,3,BHK,1650.004853,1,1,Kharghar_Lalitpur,24.690279999999998,78.41889
7683,Dealer,0,0,3,BHK,1750.0514719999999,1,1,Doddanekundi_Bangalore,12.980033,77.69932800000001
7684,Dealer,1,1,3,BHK,1760.0,0,1,Palanpur_Surat,21.17,72.83
7685,Owner,0,0,2,BHK,850.0303582,1,1,Thakurpukur_Kolkata,22.461348,88.318428
7686,Dealer,0,0,2,BHK,1100.110011,1,1,Waghodia Road_Vadodara,22.294094,73.23368599999999
7687,Dealer,0,1,3,BHK,1971.553302,1,1,sector-121 Noida_Noida,28.602325,77.40199399999999
7688,Dealer,0,0,2,BHK,1025.5909359999998,1,1,Andheri (West)_Lalitpur,19.139348000000002,72.820458
7689,Dealer,1,1,3,BHK,901.0919114,0,0,Kolshet Road_Mumbai,19.249861,72.96386600000001
7690,Dealer,0,0,3,BHK,1457.226127,1,1,Southern Avenue_Kolkata,22.54111,88.33778000000001
7691,Owner,0,0,2,BHK,800.0,1,1,Chakkar_Shimla,31.092793,77.134004
7692,Dealer,0,1,2,BHK,1037.2099050000002,1,1,Ghatkopar West_Lalitpur,19.0905,72.9078
7693,Owner,0,0,2,BHK,1100.110011,1,1,Chinchbhavan_Nagpur,21.15389,79.08306
7694,Owner,0,0,1,BHK,650.0072223,1,1,Wakad_Pune,18.5993,73.7625
7695,Dealer,0,1,2,BHK,1050.1105380000001,1,1,Sarjapur Road_Bangalore,12.86,77.786
7696,Dealer,0,0,3,BHK,1679.481991,1,1,Sector-63 Sonipat_Sonipat,29.031215000000003,77.071786
7697,Owner,0,0,5,BHK,4500.16072,1,1,Sector-93 Noida_Noida,28.5216,77.3863
7698,Owner,0,0,3,BHK,1450.176093,1,1,Sector-78 Mohali_Mohali,30.683806,76.70759699999999
7699,Owner,1,0,3,BHK,1800.411523,0,1,Bawadia Kalan_Bhopal,23.176444,77.44891700000001
7700,Dealer,0,0,3,BHK,1499.925004,1,1,Vidyasagar Colony_Kolkata,22.54111,88.33778000000001
7701,Dealer,0,0,3,BHK,1755.001755,1,1,Varthur_Bangalore,12.9407,77.7466
7702,Dealer,0,0,2,BHK,1099.009901,1,1,Sector 20 Kharghar_Mumbai,19.049214000000003,73.072916
7703,Owner,0,0,1,BHK,575.1258088,1,1,dahivali_Karjat,18.909917999999998,73.335588
7704,Owner,0,0,2,BHK,765.8643326,1,1,Mansarovar_Jaipur,26.8626,75.7633
7705,Dealer,0,0,1,BHK,600.0109093,1,1,Bhaskar Colony_Lalitpur,21.355465,74.885646
7706,Owner,0,0,2,BHK,1300.085251,1,1,Sector-24 Dharuhera_Dharuhera,28.22,76.78
7707,Dealer,0,0,3,BHK,1799.149493,1,1,Thanisandra_Bangalore,13.055985,77.622157
7708,Owner,0,0,2,BHK,1128.069011,1,1,Electronics City Phase 1_Bangalore,12.840956,77.659441
7709,Dealer,0,0,4,BHK,3500.038889,1,1,Byadarahalli_Bangalore,13.071245,77.515563
7710,Dealer,0,1,3,BHK,2050.064739,1,1,Sector-75 Noida_Noida,28.576117,77.382136
7711,Dealer,0,1,3,BHK,2500.0,1,1,Sector-107 Noida_Noida,28.546788,77.37849399999999
7712,Owner,0,0,2,BHK,980.1095417000001,1,1,kalyan nagar_Amravati,13.019260000000001,77.64723599999999
7713,Owner,0,0,3,BHK,1380.2315230000002,1,1,Modern Railway City_Ghaziabad,28.66667,77.41667
7714,Dealer,1,1,3,BHK,1350.0,0,1,Siddhartha Vihar_Ghaziabad,28.66667,77.41667
7715,Dealer,0,0,2,BHK,550.0045834,1,1,Thakur Village_Mumbai,18.914541,72.818211
7716,Dealer,0,0,2,BHK,800.0,1,1,Royapettah_Chennai,13.0506,80.2642
7717,Owner,0,0,3,BHK,1467.889908,1,1,Naya Nohra_Kota,25.181337,75.91162
7718,Owner,0,0,2,BHK,712.1057986000001,1,1,Maheshtala_Kolkata,22.486821,88.233267
7719,Owner,0,0,2,BHK,850.1335924000001,1,1,Sarsuna_Kolkata,22.478796,88.282875
7720,Dealer,0,1,2,BHK,1200.0,1,1,Sector-117 Mohali_Mohali,30.723932,76.67447299999999
7721,Owner,0,0,1,BHK,450.0450045,1,1,E M Bypass_Kolkata,22.54111,88.33778000000001
7722,Dealer,0,1,2,BHK,1028.002948,1,1,Ghodbunder Road_Mumbai,28.743724,76.81131500000001
7723,Dealer,0,0,2,BHK,1056.910569,1,1,Pashan_Pune,18.5442,73.7948
7724,Dealer,0,0,2,BHK,1050.135501,1,1,Sector-62 Noida_Noida,28.6221,77.3674
7725,Owner,0,1,3,BHK,1270.258432,1,1,Kammagondahalli_Bangalore,12.96991,77.59796
7726,Owner,0,0,2,BHK,1165.106552,1,1,Vishwapriya Nagar_Bangalore,50.817397,4.42145
7727,Owner,0,1,2,BHK,1224.0819390000001,1,1,Varthur_Bangalore,12.9407,77.7466
7728,Dealer,0,0,3,BHK,1475.2889109999999,1,1,LB Shastri Nagar_Bangalore,18.558646,73.896074
7729,Owner,0,1,2,BHK,950.1689188999999,1,1,Sector-46 Noida_Noida,28.552082000000002,77.360624
7730,Dealer,0,0,3,BHK,1500.0,1,1,Sector-9 Ulwe_Maharashtra,18.973907999999998,73.02510600000001
7731,Owner,1,1,2,BHK,1080.069124,0,1,Vaibhav Khand_Ghaziabad,28.9196,76.8972
7732,Owner,0,0,1,BHK,559.9104143,1,1,Shirgaon_Palghar,19.69589,72.71526999999999
7733,Dealer,0,0,4,BHK,4259.283907999999,1,1,Suraj Kund_Faridabad,28.488415000000003,77.285903
7734,Dealer,1,1,2,BHK,1093.0648039999999,0,1,Tathawade_Pune,18.6182,73.7447
7735,Dealer,1,1,4,BHK,2250.027439,0,0,JK Gram_Mumbai,18.96667,72.83333
7736,Owner,0,0,2,BHK,960.0997506000001,1,1,Ottagapalayam_Chennai,13.09,80.27
7737,Dealer,1,1,2,BHK,860.1062483999999,0,1,Moshi_Pune,18.669919,73.853723
7738,Owner,0,1,3,BHK,1399.435886,1,1,Raj Nagar Extension_Ghaziabad,26.900926000000002,75.775927
7739,Dealer,1,0,3,BHK,1529.411765,0,1,Phoolbagan_Kolkata,22.54111,88.33778000000001
7740,Dealer,0,0,3,BHK,1696.3528410000001,1,1,Kaikhali_Kolkata,22.632263000000002,88.43538199999999
7741,Dealer,0,0,3,BHK,1886.2449219999999,1,1,Mavelipuram Colony_Kochi,9.930471,76.271273
7742,Builder,1,0,2,BHK,871.7399071000001,0,0,Sarjapur_Bangalore,12.86,77.786
7743,Dealer,1,0,2,BHK,951.9160360999999,0,1,Devanahalli Road_Bangalore,13.23,77.7
7744,Dealer,1,1,3,BHK,899.8548621,0,0,Madhavpura_Vadodara,22.310853,73.24616800000001
7745,Dealer,0,1,3,BHK,1211.353269,1,1,Sector-115 Mohali_Mohali,30.712867,76.648557
7746,Dealer,0,0,2,BHK,799.7987927999999,1,1,Alwar Bypass Road_Bhiwadi,28.2102,76.8606
7747,Dealer,0,0,3,BHK,1619.87041,1,1,Undri_Pune,18.452663,73.93104
7748,Owner,0,0,2,BHK,750.1630789,1,1,Behala_Kolkata,22.498882000000002,88.31755600000001
7749,Dealer,1,1,3,BHK,1885.0,0,1,Gomti Nagar Extension_Lucknow,21.0,77.0
7750,Owner,0,0,1,BHK,415.0943396,1,1,Balicha_Udaipur,24.58333,73.68333
7751,Dealer,0,0,2,BHK,1192.0,1,1,Nayapalli_Bhubaneswar,20.286571,85.810906
7752,Owner,0,0,2,BHK,926.5175719,1,1,Shri Hari Nagar_Nagpur,26.48579,74.63712199999999
7753,Dealer,0,0,2,BHK,1001.0537410000001,1,1,Pisoli_Pune,18.440853,73.90536
7754,Owner,0,0,3,BHK,1079.969144,1,1,Kamla Nagar_Jaipur,27.221766,78.026673
7755,Dealer,1,1,1,BHK,688.0240808,0,1,Dombivli (East)_Mumbai,19.2167,73.0833
7756,Dealer,0,0,2,BHK,1050.052503,1,1,kavesar_Maharashtra,18.96,72.82
7757,Owner,0,0,2,BHK,1200.300075,1,1,Voharwad_Godhra,22.77722,73.62028000000001
7758,Owner,0,0,2,BHK,925.170068,1,1,Kasba_Kolkata,22.519728,88.38573000000001
7759,Dealer,0,0,2,BHK,1195.928753,1,1,Shankarpur_Lalitpur,24.752628,77.92908100000001
7760,Dealer,0,1,3,BHK,1416.0294529999999,1,1,Mahadevpura_Bangalore,12.934997000000001,77.61585699999999
7761,Owner,0,0,2,BHK,1425.120773,1,1,Nyay Khand 2_Ghaziabad,28.9196,76.8972
7762,Dealer,0,0,4,BHK,4200.0630009999995,1,1,Seven Bunglow_Mumbai,18.96667,72.83333
7763,Dealer,0,1,2,BHK,960.0731483999999,1,1,Sector 17 Ulwe_Maharashtra,18.964489,73.019574
7764,Dealer,0,1,2,BHK,1044.003451,1,1,Ravet_Pune,18.651598,73.735448
7765,Dealer,0,0,2,BHK,1288.185499,1,1,Zirakpur_Chandigarh,30.662283000000002,76.822397
7766,Dealer,0,1,2,BHK,1211.827436,1,1,Malad (West)_Lalitpur,19.1849,72.8347
7767,Dealer,0,0,3,BHK,1119.104716,1,1,Alwar Bypass Road_Bhiwadi,28.2102,76.8606
7768,Dealer,0,1,4,BHK,2400.096004,1,1,Pimple Nilakh_Pune,18.576017999999998,73.793901
7769,Dealer,0,1,2,BHK,1133.982497,1,1,Hebbal_Bangalore,13.040339999999999,77.591347
7770,Dealer,1,1,2,BHK,845.0704225,0,1,Kasar vadavali_Lalitpur,24.6902,78.416
7771,Owner,0,0,3,BHK,1450.326323,1,1,Bikasipura_Bangalore,12.891082,77.558448
7772,Dealer,0,1,3,BHK,1515.31551,1,1,Manpada_Lalitpur,24.690279999999998,78.41889
7773,Owner,0,1,2,BHK,1260.047795,1,1,Budigere Cross_Bangalore,13.141581,77.749756
7774,Owner,0,0,1,BHK,652.0605112000001,1,1,Wanadongri_Nagpur,21.094126,78.974343
7775,Dealer,1,1,2,BHK,559.6925294,0,0,Ghodbunder Road_Mumbai,28.743724,76.81131500000001
7776,Dealer,0,0,5,BHK,2928.147759,1,1,Vasant Vihar_Lalitpur,28.5574,77.15899999999999
7777,Dealer,0,1,3,BHK,1749.781277,1,1,Sector-109 Gurgaon_Gurgaon,28.510825,77.006087
7778,Dealer,0,1,2,BHK,1008.3355740000001,1,1,Malad (West)_Mumbai,19.1849,72.8347
7779,Owner,0,0,3,BHK,1900.337838,1,1,Puttaparthi_Anantapur,14.166198000000001,77.81095400000001
7780,Dealer,0,1,3,BHK,1578.753228,1,1,Zirakpur_Chandigarh,30.662283000000002,76.822397
7781,Dealer,0,1,2,BHK,1480.220068,1,1,Kulhan_Dehradun,30.33,78.06
7782,Dealer,0,1,3,BHK,1625.374353,1,1,Sector 80 Faridabad_Faridabad,28.381971000000004,77.347688
7783,Dealer,1,0,1,BHK,750.0750075,0,1,Dona Paula_Goa,15.450560000000001,73.80333
7784,Dealer,0,0,2,BHK,1372.315036,1,1,Goregaon (East)_Mumbai,19.1615,72.8731
7785,Dealer,0,0,3,BHK,1400.203666,1,1,Jafar Nagar_Nagpur,21.184060000000002,79.066479
7786,Owner,0,0,2,BHK,1150.012778,1,1,Vignana Nagar_Bangalore,12.973432,77.68242
7787,Dealer,0,0,3,BHK,1300.4484300000001,1,1,Atladra_Vadodara,22.271017999999998,73.154216
7788,Owner,0,0,2,BHK,1395.024413,1,1,Sahakara Nagar_Bangalore,13.064,77.58
7789,Owner,0,0,2,BHK,1121.076233,1,1,Dixit Nagar_Nagpur,20.742166,80.104602
7790,Dealer,0,0,1,BHK,612.1021336,1,1,Thaiyur_Chennai,12.78333,80.18333
7791,Owner,0,0,3,BHK,1159.848165,1,1,Rps Nagar_Patna,25.41667,85.16667
7792,Owner,0,0,2,BHK,1211.203634,1,1,Smriti Nagar_Bhilai,21.215393,81.318232
7793,Dealer,0,0,3,BHK,2710.0271,1,1,Whitefield_Bangalore,12.9958935,77.761394
7794,Dealer,0,0,4,BHK,2459.985225,1,1,Sector 88 Faridabad_Faridabad,28.431862,77.351104
7795,Owner,0,0,2,BHK,1205.567984,1,1,Mungul_Margao,15.286710999999999,73.938971
7796,Dealer,0,0,3,BHK,1458.652374,1,1,Battarahalli_Bangalore,13.024599,77.70444300000001
7797,Dealer,1,1,2,BHK,1041.25,0,1,Mira Road_Lalitpur,19.283359,72.864964
7798,Dealer,0,0,3,BHK,1178.9473679999999,1,1,Ganguly Bagan_Kolkata,22.479986,88.372755
7799,Dealer,0,1,1,BHK,665.0115268999999,1,1,Binny Pete_Bangalore,12.96991,77.59796
7800,Dealer,0,0,3,BHK,1689.5969100000002,1,1,HSR Layout_Bangalore,12.91,77.64
7801,Owner,0,0,3,BHK,2142.857143,1,1,Ravipuram_Ernakulam,9.97833,76.28361
7802,Dealer,1,0,2,BHK,750.0,0,1,Balkum_Mumbai,19.222101000000002,72.988231
7803,Dealer,0,0,1,BHK,720.9805335,1,1,Badlapur (East)_Lalitpur,24.690279999999998,78.41889
7804,Dealer,1,0,3,BHK,1718.75,0,1,Undri_Pune,18.452663,73.93104
7805,Dealer,0,0,4,BHK,2000.0,1,1,Vaishali Nagar_Jaipur,26.91868,75.750399
7806,Dealer,0,1,3,BHK,1304.958844,1,1,Ghodbunder Road_Maharashtra,18.96,72.82
7807,Dealer,0,0,3,BHK,1500.0,1,1,Deonar_Maharashtra,19.049513,72.91920400000001
7808,Dealer,0,0,3,BHK,1620.162016,1,1,Sector 85 Faridabad_Faridabad,28.406152000000002,77.355951
7809,Dealer,1,1,2,BHK,609.8237055,0,1,Tagore Nagar_Mumbai,19.112496,72.932748
7810,Dealer,0,1,3,BHK,2500.0,1,1,Bicholi Mardana_Indore,22.1764,75.8193
7811,Dealer,0,0,3,BHK,1537.410318,1,1,Sector 20 Kharghar_Mumbai,19.049214000000003,73.072916
7812,Dealer,0,1,2,BHK,1156.1420039999998,1,1,Zirakpur_Chandigarh,30.662283000000002,76.822397
7813,Dealer,1,1,2,BHK,687.8642007,0,0,Marunji_Pune,18.608399,73.701287
7814,Owner,0,1,3,BHK,1475.216365,1,1,Shyam Enclave_Ghaziabad,28.67929,77.33874300000001
7815,Dealer,1,1,3,BHK,769.2307692,0,0,Dombivli (East)_Lalitpur,19.2167,73.0833
7816,Owner,0,0,2,BHK,1053.042122,1,1,Near Arbindo Hospital_Indore,-6.240302,106.793022
7817,Dealer,0,0,2,BHK,700.1448576,1,1,Dadi Ka Phatak_Jaipur,26.968933000000003,75.755339
7818,Dealer,0,0,1,BHK,650.0458856,1,1,Parbat Nagar_Lalitpur,24.690279999999998,78.41889
7819,Owner,0,0,1,BHK,700.280112,1,1,Bais Godam_Jaipur,28.839709000000003,75.132735
7820,Dealer,0,1,1,BHK,406.00893219999995,1,1,Thane West_Mumbai,19.18,72.96333
7821,Dealer,0,0,1,BHK,741.6432696,1,1,Chembur_Lalitpur,19.05871,72.89969
7822,Owner,0,0,2,BHK,1000.0,1,1,Vadavalli_Coimbatore,11.026678,76.903583
7823,Owner,0,0,2,BHK,1244.864932,1,1,Whitefield_Bangalore,12.9958935,77.761394
7824,Owner,0,0,1,BHK,660.0660066,1,1,Oragadam_Chennai,13.09,80.27
7825,Owner,0,0,2,BHK,800.0,1,1,Narendrapur_Kolkata,22.43917,88.39583
7826,Dealer,0,0,2,BHK,1170.0468019999998,1,1,Sector 35I Kharghar_Lalitpur,24.690279999999998,78.41889
7827,Dealer,0,0,2,BHK,1250.0,1,1,Sunny Enclave_Mohali,30.664299,76.817624
7828,Dealer,1,0,2,BHK,899.3082243999999,0,1,Sector 70 Faridabad_Faridabad,28.340575,77.348933
7829,Dealer,0,0,4,BHK,2461.538462,1,1,Thane West_Mumbai,19.18,72.96333
7830,Owner,0,0,1,BHK,450.0,1,1,Sector-82 Noida_Noida,28.527596999999997,77.389374
7831,Dealer,0,0,3,BHK,1650.302904,1,1,Nanjundapuram_Coimbatore,10.986809,76.99759499999999
7832,Dealer,0,0,3,BHK,1650.165017,1,1,Baner Pashan Link Road_Pune,18.542235,73.828136
7833,Dealer,1,1,2,BHK,1188.2352939999998,0,1,Malviya Nagar_Jaipur,26.850391,75.814198
7834,Dealer,0,0,1,BHK,6000.0,1,1,Viman Nagar_Pune,18.56,73.91
7835,Dealer,1,0,2,BHK,954.3982058,0,1,Jalukbari_Guwahati,26.154874,91.670312
7836,Owner,0,0,1,BHK,373.9871182,1,1,Kalol_Gandhinagar,23.2257,72.51679
7837,Owner,0,0,2,BHK,810.1851852000001,1,1,Guru Swamy Nagar_Chennai,11.248124,78.165948
7838,Dealer,0,0,2,BHK,1090.1162789999998,1,1,Haridwar-Dehradun Road_Dehradun,30.327965999999996,78.046144
7839,Dealer,0,0,3,BHK,1440.0576019999999,1,1,Sector-35D Kharghar_Mumbai,19.038204999999998,73.06612
7840,Dealer,1,0,2,BHK,632.4278437999999,0,1,Rajarhat_Kolkata,22.54111,88.33778000000001
7841,Owner,0,0,2,BHK,1190.040278,1,1,Horamavu_Bangalore,13.0318,77.6583
7842,Owner,0,0,3,BHK,1423.2343,1,1,Kadugodi_Bangalore,12.995285,77.766797
7843,Owner,0,1,2,BHK,1145.038168,1,1,Sector-137 Noida_Noida,28.506453999999998,77.40956800000001
7844,Dealer,1,1,2,BHK,1130.0223210000001,0,1,Roadpali_Mumbai,19.040066,73.115347
7845,Dealer,1,1,1,BHK,349.9840916,0,1,Bhandup (West)_Mumbai,19.147866,72.932609
7846,Owner,0,0,1,BHK,500.0,1,1,Sector-70 Mohali_Mohali,30.697795000000003,76.714722
7847,Dealer,0,0,2,BHK,1110.149942,1,1,Kharadi_Pune,18.5438,73.9438
7848,Dealer,0,1,2,BHK,930.3112313999999,1,1,Raj Nagar Extension_Ghaziabad,26.900926000000002,75.775927
7849,Owner,0,1,2,BHK,1410.078595,1,1,Gomti Nagar Extension_Lucknow,21.0,77.0
7850,Owner,1,0,2,BHK,900.0,0,1,Palghar_Palghar,19.696531,72.767746
7851,Owner,0,0,1,BHK,400.0,1,1,E block Lajpat nagar - ghaziabad_Ghaziabad,28.536741999999997,77.240792
7852,Dealer,0,0,2,BHK,1075.082365,1,1,Sector-34 Noida_Noida,28.583703999999997,77.360401
7853,Dealer,0,0,2,BHK,1250.0,1,1,Mahadevpura_Bangalore,12.934997000000001,77.61585699999999
7854,Dealer,0,0,2,BHK,1100.046318,1,1,Sector 7 Kharghar_Mumbai,19.035407,73.065449
7855,Owner,0,0,1,BHK,519.1434134,1,1,Bajajnagar_Aurangabad,19.88879,75.34344
7856,Dealer,0,0,1,BHK,650.0171057,1,1,Mira Road_Mumbai,19.283359,72.864964
7857,Dealer,0,0,2,BHK,1073.033331,1,1,Chembur (East)_Lalitpur,19.05871,72.89969
7858,Owner,0,0,3,BHK,1127.214171,1,1,Rajpur_Kolkata,22.101107,88.374433
7859,Owner,0,0,3,BHK,1540.120129,1,1,Yelahanka_Bangalore,13.11389,77.59833
7860,Dealer,1,0,3,BHK,1325.069459,0,1,Vikas Nagar_Kanpur,26.897641999999998,80.961744
7861,Dealer,1,1,1,BHK,322.0110107,0,1,Bhandup (West)_Mumbai,19.147866,72.932609
7862,Dealer,0,0,3,BHK,1496.68591,1,1,Badhan Nagar_Pune,18.510417999999998,73.781944
7863,Owner,0,0,2,BHK,1080.159181,1,1,Kompally_Secunderabad,17.546483,78.480303
7864,Dealer,0,0,3,BHK,1108.29639,1,1,Rajarhat_Kolkata,22.54111,88.33778000000001
7865,Owner,0,1,2,BHK,1057.216055,1,1,Keshav Nagar_Pune,27.16726,75.70950500000001
7866,Dealer,0,1,2,BHK,1195.135588,1,1,Hosur Road_Bangalore,12.752264,77.45273900000001
7867,Dealer,0,1,3,BHK,1415.177782,1,1,Electronic City Phase II_Bangalore,12.8458,77.6727
7868,Dealer,1,1,3,BHK,1034.0406169999999,0,0,Borivali (East)_Mumbai,19.235,72.8598
7869,Dealer,1,1,1,BHK,715.2223149,0,1,Kanjur Marg (East)_Maharashtra,18.96,72.82
7870,Dealer,0,0,1,BHK,700.0145836,1,1,Sector-8 Charkop_Lalitpur,19.216097,72.821721
7871,Dealer,0,1,2,BHK,1246.1059189999999,1,1,Panvel_Maharashtra,18.966114,73.148278
7872,Owner,0,0,2,BHK,801.0986496,1,1,Sanas Nagar_Pune,18.52361,73.84778
7873,Owner,0,0,3,BHK,1199.904008,1,1,Villadam_Thrissur,10.52,76.21
7874,Dealer,0,1,1,BHK,618.0932759,1,1,Electronics City Phase 1_Bangalore,12.840956,77.659441
7875,Owner,0,0,3,BHK,1250.0,1,1,Alwal_Secunderabad,17.501131,78.505495
7876,Dealer,0,0,3,BHK,1424.230915,1,1,Sector-45 Noida_Noida,28.553373999999998,77.355611
7877,Owner,0,0,1,BHK,665.0199506,1,1,LBS Nagar_Bangalore,16.223616,77.363236
7878,Dealer,1,0,3,BHK,3000.0,0,1,Race Course_Coimbatore,11.00223,76.976885
7879,Dealer,0,1,2,BHK,1200.0,1,1,3rd Stage Vijayanagar_Mysore,12.327102,76.58644100000001
7880,Dealer,0,0,3,BHK,1722.158439,1,1,GT Road_Kanpur,28.761996999999997,77.52075
7881,Dealer,0,0,2,BHK,1010.0372449999999,1,1,Powai_Mumbai,19.12,72.91
7882,Dealer,0,0,3,BHK,1675.041876,1,1,Mominpore_Kolkata,22.54111,88.33778000000001
7883,Dealer,1,1,2,BHK,911.8214975,0,1,Ravet_Pune,18.651598,73.735448
7884,Dealer,0,1,2,BHK,1119.104716,1,1,Baner-Sus_Pune,18.558319,73.77588
7885,Dealer,0,1,2,BHK,934.8370927000001,1,1,Ashapur_Varanasi,25.356042000000002,83.022258
7886,Dealer,0,0,2,BHK,830.1776872,1,1,Baguihati_Kolkata,22.617564,88.427982
7887,Dealer,0,1,3,BHK,1540.1785710000001,1,1,Sector - 1 Dharuhera_Dharuhera,28.211607,76.787033
7888,Dealer,1,1,2,BHK,1151.126459,0,1,Sohna_Gurgaon,28.25,77.07
7889,Owner,0,0,3,BHK,1278.409091,1,1,Namkum_Ranchi,23.351999999999997,85.375
7890,Dealer,0,1,3,BHK,1576.0441289999999,1,1,Whitefield_Bangalore,12.9958935,77.761394
7891,Owner,0,0,2,BHK,650.0742942,1,1,Navapura_Vadodara,22.287522,73.200061
7892,Dealer,0,1,3,BHK,2169.854166,1,1,Goregaon (East)_Maharashtra,19.1615,72.8731
7893,Dealer,0,0,3,BHK,1908.6771399999998,1,1,Sector-70 Mohali_Mohali,30.697795000000003,76.714722
7894,Dealer,1,0,2,BHK,1319.924576,0,1,Palanpur_Surat,21.17,72.83
7895,Dealer,0,1,4,BHK,2860.7187559999998,1,1,Sector-107 Noida_Noida,28.546788,77.37849399999999
7896,Dealer,0,1,3,BHK,1539.942252,1,1,Sector - 1 Dharuhera_Dharuhera,28.211607,76.787033
7897,Dealer,0,1,2,BHK,1042.83054,1,1,Sector-38 Seawoods_Maharashtra,19.019169,73.01408599999999
7898,Owner,0,0,1,BHK,737.0554634,1,1,VIP Road_Puri,22.616946,88.431928
7899,Dealer,0,0,3,BHK,1640.360767,1,1,Govind Puram_Ghaziabad,28.66667,77.41667
7900,Dealer,1,1,3,BHK,1793.397231,0,1,Sector-79 Noida_Noida,28.558047,77.392752
7901,Dealer,0,0,2,BHK,965.1368919,1,1,Vadgaon Budruk_Pune,18.465312,73.83322199999999
7902,Dealer,0,1,2,BHK,896.8328630000001,1,1,Jagatpura_Jaipur,26.832353,75.841749
7903,Dealer,0,1,3,BHK,1542.562971,1,1,Sarjapur Road_Bangalore,12.86,77.786
7904,Owner,0,0,3,BHK,1500.081526,1,1,Whitefield_Bangalore,12.9958935,77.761394
7905,Owner,0,0,2,BHK,750.0,1,1,Ravipuram_Ernakulam,9.97833,76.28361
7906,Dealer,0,0,1,BHK,641.0256410000001,1,1,Sector 36 Kharghar_Lalitpur,19.071749,73.080575
7907,Dealer,0,1,1,BHK,571.4285714,1,1,Mahakali Caves_Mumbai,19.137384,72.870319
7908,Owner,0,0,2,BHK,650.1182033,1,1,Malancha_Kharagpur,22.347893,87.278095
7909,Owner,0,0,3,BHK,1428.0345730000001,1,1,Vasna_Vadodara,22.312063000000002,72.674296
7910,Dealer,0,1,3,BHK,1445.783133,1,1,Jalahalli_Bangalore,13.0519,77.5416
7911,Owner,0,0,2,BHK,960.0,1,1,Khadipada_Puri,19.816131,85.801971
